Account,Flag,Cleared,Check Number,Date,Payee,Category,Master Category,Sub Category,Memo,Outflow,Inflow,Running Balance
"Discover",,U,,10/20/2021,"Nytimes","Recreation : Entertainment","Recreation","Entertainment","",$4.00,$0.00,-$4477.72
"Discover",,U,,10/20/2021,"Krogers","Food : Groceries","Food","Groceries","Houston",$7.14,$0.00,-$4484.86
"Discover",,U,,10/20/2021,"Krogers","Food : Groceries","Food","Groceries","houston",$7.56,$0.00,-$4492.42
"Discover",,U,,10/20/2021,"Tower hill botanic","Recreation : Entertainment","Recreation","Entertainment","",$13.80,$0.00,-$4506.22
"Discover",,U,,10/20/2021,"Mod Pizza","Food : Restaurants","Food","Restaurants","Fairfield Texas",$22.85,$0.00,-$4529.07
"Discover",,U,,10/20/2021,"Gas","Transportation : Gas","Transportation","Gas","BUc-ees Waller Texas",$27.31,$0.00,-$4556.38
"Discover",,U,,10/20/2021,"potbelly","Food : Restaurants","Food","Restaurants","Houston",$28.85,$0.00,-$4585.23
"Discover",,U,,10/20/2021,"Gas","Transportation : Gas","Transportation","Gas","Chappel Hill Texas",$31.42,$0.00,-$4616.65
"Discover",,U,,10/20/2021,"Royal Thai Cookery","Food : Restaurants","Food","Restaurants","Houston",$39.56,$0.00,-$4656.21
"Discover",,U,,10/20/2021,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$72.22,$0.00,-$4728.43
"Discover",,U,,10/22/2021,"Krogers","Food : Groceries","Food","Groceries","",$12.80,$0.00,-$4741.23
"Discover",,U,,10/22/2021,"Tower hill botanic","Recreation : Entertainment","Recreation","Entertainment","?? Ask Lisa",$13.80,$0.00,-$4755.03
"Discover",,U,,10/22/2021,"Guadalajara Mexican","Food : Restaurants","Food","Restaurants","Lisa BDAY with Marta Houston",$96.92,$0.00,-$4851.95
"Discover",,U,,10/23/2021,"HouMD PMS Houston TX","Recreation : Entertainment","Recreation","Entertainment","??",$8.00,$0.00,-$4859.95
"Discover",,U,,10/23/2021,"Tower hill botanic","Recreation : Entertainment","Recreation","Entertainment","",$13.80,$0.00,-$4873.75
"Discover",,U,,10/24/2021,"Krogers","Food : Groceries","Food","Groceries","",$3.19,$0.00,-$4876.94
"Discover",,U,,10/24/2021,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$20.97,$0.00,-$4897.91
"Discover",,U,,10/24/2021,"Flowers & Cream","Food : Restaurants","Food","Restaurants","Houston",$22.08,$0.00,-$4919.99
"Discover",,U,,10/24/2021,"Krogers","Food : Groceries","Food","Groceries","",$35.03,$0.00,-$4955.02
"Discover",,U,,10/24/2021,"MFAH Guest SErvices","Recreation : Entertainment","Recreation","Entertainment","Museum of fine arts Houston",$38.00,$0.00,-$4993.02
"Discover",,U,,10/24/2021,"Mo Better Brews","Food : Restaurants","Food","Restaurants","Vegan Place in Houston",$50.66,$0.00,-$5043.68
"Discover",,U,,10/25/2021,"Hobby Lobby","Recreation : Entertainment","Recreation","Entertainment","Rope for guy drawig stuff for me Houston",$42.80,$0.00,-$5086.48
"Discover",,U,,10/26/2021,"sprouts","Food : Groceries","Food","Groceries","Houston",$0.00,$5.49,-$5080.99
"Discover",,U,,10/26/2021,"sprouts","Food : Groceries","Food","Groceries","",$26.94,$0.00,-$5107.93
"Discover",,U,,10/26/2021,"HouMD PMS Houston TX","RV : Hotel","RV","Hotel","Court Yard Houston",$1066.10,$0.00,-$6174.03
"Discover",,U,,10/27/2021,"Pho Fix","Food : Restaurants","Food","Restaurants","Hosuton (down town takeout place)",$40.27,$0.00,-$6214.30
"Discover",,U,,10/27/2021,"Romanos Flying Pizza","Food : Restaurants","Food","Restaurants","Houston",$66.29,$0.00,-$6280.59
"Discover",,U,,10/28/2021,"Krogers","Food : Groceries","Food","Groceries","",$3.19,$0.00,-$6283.78
"Discover",,U,,10/28/2021,"potbelly","Food : Restaurants","Food","Restaurants","Houston",$14.92,$0.00,-$6298.70
"Discover",,U,,10/28/2021,"Krogers","Food : Groceries","Food","Groceries","",$27.37,$0.00,-$6326.07
"Discover",,U,,10/28/2021,"Damicos Italian Market","Food : Restaurants","Food","Restaurants","Houston - Good Italian Place",$30.52,$0.00,-$6356.59
"Discover",,U,,10/29/2021,"itunes","Recreation : Entertainment","Recreation","Entertainment","",$2.99,$0.00,-$6359.58
"Discover",,U,,10/29/2021,"McDonalds","Food : Restaurants","Food","Restaurants","Orange TX",$9.82,$0.00,-$6369.40
"Discover",,U,,10/29/2021,"Gas","Transportation : Gas","Transportation","Gas","Heidelberg MS",$18.63,$0.00,-$6388.03
"Discover",,U,,10/29/2021,"Gas","Transportation : Gas","Transportation","Gas","Hammond LA",$23.61,$0.00,-$6411.64
"Discover",,U,,10/29/2021,"Gas","Transportation : Gas","Transportation","Gas","Houston",$32.14,$0.00,-$6443.78
"Discover",,U,,10/29/2021,"Barneys Roadhouse","Food : Restaurants","Food","Restaurants","Gadsden Al (takeout near motel)",$46.00,$0.00,-$6489.78
"Discover",,U,,10/30/2021,"Gas","Transportation : Gas","Transportation","Gas","Knoxville TN",$1.30,$0.00,-$6491.08
"Discover",,U,,10/30/2021,"dunkin donuts","Food : Restaurants","Food","Restaurants","Hampton NJ",$8.08,$0.00,-$6499.16
"Discover",,U,,10/30/2021,"GOlden Corrall","Food : Restaurants","Food","Restaurants","Hagertown MD",$9.11,$0.00,-$6508.27
"Discover",,U,,10/30/2021,"Gas","Transportation : Gas","Transportation","Gas","Knoxville TN",$13.50,$0.00,-$6521.77
"Discover",,U,,10/30/2021,"Gas","Transportation : Gas","Transportation","Gas","New Market VA",$15.38,$0.00,-$6537.15
"Discover",,U,,10/30/2021,"Gas","Transportation : Gas","Transportation","Gas","Mount Vernon NY",$26.43,$0.00,-$6563.58
"Discover",,U,,10/30/2021,"Gas","Transportation : Gas","Transportation","Gas","Raphine VA",$36.07,$0.00,-$6599.65
"Discover",,U,,10/30/2021,"Gas","Transportation : Gas","Transportation","Gas","Chattanooga TN",$37.78,$0.00,-$6637.43
"Discover",,U,,10/30/2021,"Gas","Transportation : Gas","Transportation","Gas","Bloomsbury NJ",$39.10,$0.00,-$6676.53
"Discover",,U,,10/30/2021,"Courtyard","RV : Hotel","RV","Hotel","Houston",$429.64,$0.00,-$7106.17
"Discover",,U,,10/31/2021,"CCi Hotel RES","RV : Hotel","RV","Hotel","",$0.00,$14.78,-$7091.39
"Discover",,U,,10/31/2021,"chipolte","Food : Restaurants","Food","Restaurants","Groton CT",$22.70,$0.00,-$7114.09
"Discover",,U,,10/31/2021,"country inn suites","RV : Hotel","RV","Hotel","Hagerstown MD",$119.96,$0.00,-$7234.05
"Discover",,U,,11/01/2021,"Lobos Pizza","Food : Restaurants","Food","Restaurants","Falmouth",$23.38,$0.00,-$7257.43
"Discover",,U,,11/01/2021,"CCi Hotel RES","RV : Hotel","RV","Hotel","",$147.83,$0.00,-$7405.26
"Discover",,U,,11/02/2021,"espn Plus","Recreation : Entertainment","Recreation","Entertainment","",$6.99,$0.00,-$7412.25
"Discover",,U,,11/02/2021,"star market","Food : Groceries","Food","Groceries","",$23.03,$0.00,-$7435.28
"Discover",,U,,11/02/2021,"Gas","Transportation : Gas","Transportation","Gas","Falmouth",$40.33,$0.00,-$7475.61
"Discover",,U,,11/02/2021,"Delfino","Food : Restaurants","Food","Restaurants","",$161.59,$0.00,-$7637.20
"Discover",,U,,11/03/2021,"walgreens","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$7.43,$0.00,-$7644.63
"Discover",,U,,11/03/2021,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","Falmouth",$12.50,$0.00,-$7657.13
"Discover",,U,,11/03/2021,"peterson market dennis","Food : Groceries","Food","Groceries","",$14.53,$0.00,-$7671.66
"Discover",,U,,11/03/2021,"Cumberland Farms","Transportation : Gas","Transportation","Gas","south denns",$27.10,$0.00,-$7698.76
"Discover",,U,,11/03/2021,"Roche Brothers","Food : Groceries","Food","Groceries","Mashpee",$30.86,$0.00,-$7729.62
"Discover",,U,,11/03/2021,"monroe motors","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","",$68.72,$0.00,-$7798.34
"Discover",,U,,11/04/2021,"A slice of italy","Food : Restaurants","Food","Restaurants","Falmouth",$26.28,$0.00,-$7824.62
"Discover",,U,,11/04/2021,"stop & shop","Food : Groceries","Food","Groceries","",$242.86,$0.00,-$8067.48
"Discover",,U,,11/05/2021,"Falmouth Food Mart","Food : Groceries","Food","Groceries","",$10.49,$0.00,-$8077.97
"Discover",,U,,11/05/2021,"stop & shop","Food : Groceries","Food","Groceries","cotuit",$23.07,$0.00,-$8101.04
"Discover",,U,,11/06/2021,"Transfer : Dcu Checking",,,,"",$0.00,$2664.76,-$5436.28
"Discover",,U,,11/06/2021,"CAPE COD HOSPITIAL","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$0.00,$16.20,-$5420.08
"Discover",,U,,11/06/2021,"stop & shop","Food : Groceries","Food","Groceries","watertown",$17.98,$0.00,-$5438.06
"Discover",,U,,11/06/2021,"Gas","Transportation : Gas","Transportation","Gas","Falmouth",$44.29,$0.00,-$5482.35
"Discover",,U,,11/07/2021,"Thai Amarin","Food : Restaurants","Food","Restaurants","Newton Ma",$36.49,$0.00,-$5518.84
"Discover",,U,,11/08/2021,"CTS HYANNIS","Personal : Gifts","Personal","Gifts","",$25.44,$0.00,-$5544.28
"Discover",,U,,11/08/2021,"Kohls","Personal : cloths","Personal","cloths","",$40.99,$0.00,-$5585.27
"Discover",,U,,11/08/2021,"trader Joes","Food : Groceries","Food","Groceries","",$116.01,$0.00,-$5701.28
"Discover",,U,,11/10/2021,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$14.19,$0.00,-$5715.47
"Discover",,U,,11/11/2021,"Gas","Transportation : Gas","Transportation","Gas","",$39.25,$0.00,-$5754.72
"Discover",,U,,11/11/2021,"shaw's Market","Food : Groceries","Food","Groceries","falmouth",$66.89,$0.00,-$5821.61
"Discover",,U,,11/12/2021,"lakeview rv resort","RV : Campgrounds","RV","Campgrounds","",$402.00,$0.00,-$6223.61
"Discover",,U,,11/14/2021,"Gas","Transportation : Gas","Transportation","Gas","middleboro",$38.95,$0.00,-$6262.56
"Discover",,U,,11/15/2021,"Cash Market","Food : Restaurants","Food","Restaurants","Burritos",$12.29,$0.00,-$6274.85
"Discover",,U,,11/15/2021,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$13.99,$0.00,-$6288.84
"Discover",,U,,11/15/2021,"caringbridge","Charity : Other","Charity","Other","",$25.00,$0.00,-$6313.84
"Discover",,U,,11/16/2021,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$12.50,$0.00,-$6326.34
"Discover",,U,,11/16/2021,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$16.25,$0.00,-$6342.59
"Discover",,U,,11/16/2021,"stop & shop","Food : Groceries","Food","Groceries","",$110.98,$0.00,-$6453.57
"Discover",,U,,11/17/2021,"Ocean State Joblot","RV : Equipment/Supplies","RV","Equipment/Supplies","",$0.00,$5.30,-$6448.27
"Discover",,U,,11/17/2021,"Nytimes","Recreation : Entertainment","Recreation","Entertainment","",$4.00,$0.00,-$6452.27
"Discover",,U,,11/17/2021,"wildfire Brick Oven","Food : Restaurants","Food","Restaurants","",$8.94,$0.00,-$6461.21
"Discover",,U,,11/17/2021,"Ocean State Joblot","RV : Equipment/Supplies","RV","Equipment/Supplies","",$21.04,$0.00,-$6482.25
"Discover",,U,,11/17/2021,"stop & shop","Food : Groceries","Food","Groceries","",$45.80,$0.00,-$6528.05
"Discover",,U,,11/18/2021,"daill paper","Food : Restaurants","Food","Restaurants","",$14.57,$0.00,-$6542.62
"Discover",,U,,11/18/2021,"Hyannis auto","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","",$35.00,$0.00,-$6577.62
"Discover",,U,,11/19/2021,"Cash Market","Food : Restaurants","Food","Restaurants","",$16.03,$0.00,-$6593.65
"Discover",,U,,11/19/2021,"Gas","Transportation : Gas","Transportation","Gas","East Falmouth",$40.74,$0.00,-$6634.39
"Discover",,U,,11/20/2021,"second glance","Personal : cloths","Personal","cloths","",$50.98,$0.00,-$6685.37
"Discover",,U,,11/21/2021,"airbnb","RV : Hotel","RV","Hotel","",$2107.70,$0.00,-$8793.07
"Discover",,U,,11/22/2021,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$54.90,$0.00,-$8847.97
"Discover",,U,,11/22/2021,"stop & shop","Food : Groceries","Food","Groceries","",$120.34,$0.00,-$8968.31
"Discover",,U,,11/23/2021,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.97,$0.00,-$8970.28
"Discover",,U,,11/23/2021,"Gas","Transportation : Gas","Transportation","Gas","centerville",$42.56,$0.00,-$9012.84
"Discover",,U,,11/24/2021,"Briarcliff RV resort","RV : Campgrounds","RV","Campgrounds","",$57.16,$0.00,-$9070.00
"Discover",,U,,11/24/2021,"Passport America","RV : clubs","RV","clubs","",$79.00,$0.00,-$9149.00
"Discover",,U,,11/26/2021,"Eugenes Henry's","Food : Restaurants","Food","Restaurants","",$9.56,$0.00,-$9158.56
"Discover",,U,,11/26/2021,"Lime Crime Makeup","Personal : Gifts","Personal","Gifts","",$11.69,$0.00,-$9170.25
"Discover",,U,,11/26/2021,"Olumpia Sports","Personal : Gifts","Personal","Gifts","",$11.98,$0.00,-$9182.23
"Discover",,U,,11/26/2021,"Charity Party","Personal : Gifts","Personal","Gifts","",$17.99,$0.00,-$9200.22
"Discover",,U,,11/26/2021,"Reel Island","Personal : Gifts","Personal","Gifts","",$20.79,$0.00,-$9221.01
"Discover",,U,,11/26/2021,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$21.86,$0.00,-$9242.87
"Discover",,U,,11/26/2021,"Eight cousins books","Personal : Gifts","Personal","Gifts","",$26.50,$0.00,-$9269.37
"Discover",,U,,11/26/2021,"Fatface","Personal : Gifts","Personal","Gifts","",$30.00,$0.00,-$9299.37
"Discover",,U,,11/26/2021,"Gas","Transportation : Gas","Transportation","Gas","Falmouth",$35.56,$0.00,-$9334.93
"Discover",,U,,11/26/2021,"CTS HYANNIS","Personal : Gifts","Personal","Gifts","",$37.96,$0.00,-$9372.89
"Discover",,U,,11/26/2021,"Kappy's Fine wine","Personal : Gifts","Personal","Gifts","",$61.98,$0.00,-$9434.87
"Discover",,U,,11/27/2021,"CHembroider","Personal : Gifts","Personal","Gifts","",$20.97,$0.00,-$9455.84
"Discover",,U,,11/27/2021,"Amazon","Personal : Gifts","Personal","Gifts","",$133.17,$0.00,-$9589.01
"Discover",,U,,11/28/2021,"Amazon","Personal : Gifts","Personal","Gifts","",$7.65,$0.00,-$9596.66
"Discover",,U,,11/28/2021,"Citrus & Salt","Food : Restaurants","Food","Restaurants","",$50.00,$0.00,-$9646.66
"Discover",,U,,11/28/2021,"lomography","Personal : Gifts","Personal","Gifts","",$81.80,$0.00,-$9728.46
"Target",,U,,06/10/2013,"Transfer : Avidia Checking",,,,"",$0.00,$17.16,$17.16
"Target",,C,,06/11/2013,"Starting Balance","Income : Available this month","Income","Available this month",,$0.00,$0.00,$17.16
"Target",,U,,08/19/2013,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$3.02,$0.00,$14.14
"Target",,U,,10/01/2013,"","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$24.82,$0.00,-$10.68
"Target",,U,,10/09/2013,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$4.08,$0.00,-$14.76
"Target",,U,,10/10/2013,"Transfer : Avidia Checking",,,,"",$0.00,$3.02,-$11.74
"Target",,U,,10/24/2013,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$3.02,$0.00,-$14.76
"Target",,U,,10/24/2013,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$7.94,$0.00,-$22.70
"Target",,U,,11/12/2013,"Transfer : Avidia Checking",,,,"",$0.00,$28.90,$6.20
"Target",,U,,12/10/2013,"Transfer : Avidia Checking",,,,"",$0.00,$10.96,$17.16
"Target",,U,,12/27/2013,,"Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$16.00,$0.00,$1.16
"Target",,U,,12/27/2013,,"Food : Groceries","Food","Groceries","(Split 1/2) ",$35.00,$0.00,-$69.71
"Target",,U,,12/27/2013,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$35.87,$0.00,-$69.71
"Target",,U,,12/31/2013,,"Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$25.00,$0.00,-$94.71
"Target",,U,,01/04/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$32.00,$0.00,-$160.40
"Target",,U,,01/04/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$33.69,$0.00,-$160.40
"Target",,U,,01/14/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$40.00,$0.00,-$242.45
"Target",,U,,01/14/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$42.05,$0.00,-$242.45
"Target",,U,,01/17/2014,"","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$20.00,$0.00,-$262.45
"Target",,U,,01/17/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$40.00,$0.00,-$347.96
"Target",,U,,01/17/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$45.51,$0.00,-$347.96
"Target",,U,,01/22/2014,"","Personal : cloths","Personal","cloths","(Split 1/3) ",$40.00,$0.00,-$532.43
"Target",,U,,01/22/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/3) ",$80.00,$0.00,-$532.43
"Target",,U,,01/22/2014,"","Food : Groceries","Food","Groceries","(Split 3/3) ",$64.47,$0.00,-$532.43
"Target",,U,,02/03/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$35.00,$0.00,-$608.58
"Target",,U,,02/03/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$41.15,$0.00,-$608.58
"Target",,U,,02/06/2014,"","Food : Groceries","Food","Groceries","",$20.96,$0.00,-$629.54
"Target",,U,,02/08/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$0.00,$27.54,-$602.00
"Target",,U,,02/08/2014,,"Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$15.59,$0.00,-$617.59
"Target",,U,,02/08/2014,,"Food : Groceries","Food","Groceries","(Split 1/2) ",$22.00,$0.00,-$665.24
"Target",,U,,02/08/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$25.65,$0.00,-$665.24
"Target",,U,,02/10/2014,"Transfer : Avidia Checking",,,,"",$0.00,$177.56,-$487.68
"Target",,U,,02/18/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$0.00,$12.60,-$475.08
"Target",,U,,02/18/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$72.97,$0.00,-$548.05
"Target",,U,,03/04/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 1/2) ",$15.00,$0.00,-$578.05
"Target",,U,,03/04/2014,,"Food : Groceries","Food","Groceries","(Split 2/2) ",$15.00,$0.00,-$578.05
"Target",,U,,03/04/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$21.01,$0.00,-$620.07
"Target",,U,,03/04/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$21.01,$0.00,-$620.07
"Target",,U,,03/10/2014,"Transfer : Avidia Checking",,,,"",$0.00,$504.84,-$115.23
"Target",,U,,03/12/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$28.64,$0.00,-$172.51
"Target",,U,,03/12/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$28.64,$0.00,-$172.51
"Target",,U,,03/13/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$0.00,$6.17,-$160.17
"Target",,U,,03/13/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$0.00,$6.17,-$160.17
"Target",,U,,03/16/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$18.78,$0.00,-$197.73
"Target",,U,,03/16/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$18.78,$0.00,-$197.73
"Target",,U,,03/24/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$36.63,$0.00,-$271.36
"Target",,U,,03/24/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$37.00,$0.00,-$271.36
"Target",,U,,04/01/2014,"Pharmacy","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$8.00,$0.00,-$279.36
"Target",,U,,04/10/2014,"Transfer : Avidia Checking",,,,"",$0.00,$132.39,-$146.97
"Target",,U,,04/13/2014,,"Food : Groceries","Food","Groceries","",$3.33,$0.00,-$150.30
"Target",,U,,04/13/2014,,"Food : Groceries","Food","Groceries","(Split 1/2) ",$49.00,$0.00,-$249.14
"Target",,U,,04/13/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$49.84,$0.00,-$249.14
"Target",,U,,04/16/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$0.00,$5.74,-$243.40
"Target",,U,,04/16/2014,,"Food : Groceries","Food","Groceries","(Split 1/2) ",$30.43,$0.00,-$313.83
"Target",,U,,04/16/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$40.00,$0.00,-$313.83
"Target",,U,,04/27/2014,"","Food : Groceries","Food","Groceries","",$0.00,$12.60,-$301.23
"Target",,U,,04/27/2014,,"Food : Groceries","Food","Groceries","(Split 1/2) ",$0.00,$0.00,-$301.23
"Target",,U,,04/27/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$0.00,$0.00,-$301.23
"Target",,U,,04/27/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$70.00,$0.00,-$442.66
"Target",,U,,04/27/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$71.43,$0.00,-$442.66
"Target",,U,,05/10/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$16.85,$0.00,-$474.51
"Target",,U,,05/10/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$15.00,$0.00,-$474.51
"Target",,U,,05/12/2014,"Transfer : Avidia Checking",,,,"",$0.00,$164.13,-$310.38
"Target",,U,,05/14/2014,"Pharmacy","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$20.00,$0.00,-$330.38
"Target",,U,,05/23/2014,"Pharmacy","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$3.65,$0.00,-$334.03
"Target",,U,,05/23/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$10.00,$0.00,-$354.10
"Target",,U,,05/23/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$10.07,$0.00,-$354.10
"Target",,U,,05/24/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$30.00,$0.00,-$430.13
"Target",,U,,05/24/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$46.03,$0.00,-$430.13
"Target",,U,,06/04/2014,,"Personal : cloths","Personal","cloths","(Split 1/2) ",$24.00,$0.00,-$474.40
"Target",,U,,06/04/2014,,"Food : Groceries","Food","Groceries","(Split 2/2) ",$20.27,$0.00,-$474.40
"Target",,U,,06/08/2014,"Pharmacy","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$18.94,$0.00,-$493.34
"Target",,U,,06/10/2014,"Transfer : Avidia Checking",,,,"",$0.00,$327.54,-$165.80
"Target",,U,,06/14/2014,"","Food : Groceries","Food","Groceries","(Split 1/2) ",$64.00,$0.00,-$290.26
"Target",,U,,06/14/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$60.46,$0.00,-$290.26
"Target",,U,,06/16/2014,"","Personal : cloths","Personal","cloths","",$94.83,$0.00,-$385.09
"Target",,U,,06/18/2014,"","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","(Split 1/2) ",$10.00,$0.00,-$407.43
"Target",,U,,06/18/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$12.34,$0.00,-$407.43
"Target",,U,,06/24/2014,"","Food : Groceries","Food","Groceries","(Split 1/3) ",$9.08,$0.00,-$436.51
"Target",,U,,06/24/2014,"","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","(Split 2/3) ",$10.00,$0.00,-$436.51
"Target",,U,,06/24/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 3/3) ",$10.00,$0.00,-$436.51
"Target",,U,,06/26/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$26.49,$0.00,-$463.00
"Target",,U,,07/01/2014,"","Food : Groceries","Food","Groceries","",$20.33,$0.00,-$483.33
"Target",,U,,07/10/2014,"Transfer : Avidia Checking",,,,"",$0.00,$182.96,-$300.37
"Target",,U,,07/11/2014,"","Food : Groceries","Food","Groceries","",$56.55,$0.00,-$356.92
"Target",,U,,07/15/2014,"","Food : Groceries","Food","Groceries","",$9.57,$0.00,-$366.49
"Target",,U,,07/25/2014,"","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$3.65,$0.00,-$370.14
"Target",,U,,07/25/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$24.98,$0.00,-$395.12
"Target",,U,,07/26/2014,,"Personal : cloths","Personal","cloths","",$81.66,$0.00,-$476.78
"Target",,U,,08/06/2014,,"Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$12.10,$0.00,-$488.88
"Target",,U,,08/11/2014,"Transfer : Avidia Checking",,,,"",$0.00,$374.08,-$114.80
"Target",,U,,08/14/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$161.38,$0.00,-$276.18
"Target",,U,,08/19/2014,"","Food : Groceries","Food","Groceries","",$13.07,$0.00,-$289.25
"Target",,U,,08/22/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$164.84,$0.00,-$454.09
"Target",,U,,08/31/2014,"","Food : Groceries","Food","Groceries","",$45.15,$0.00,-$499.24
"Target",,U,,09/06/2014,"","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$6.40,$0.00,-$505.64
"Target",,U,,09/09/2014,"Transfer : Avidia Checking",,,,"",$0.00,$131.96,-$373.68
"Target",,U,,09/12/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$13.83,$0.00,-$387.51
"Target",,U,,09/20/2014,"","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$3.65,$0.00,-$391.16
"Target",,U,,09/20/2014,"","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$279.28,$0.00,-$670.44
"Target",,U,,10/01/2014,,"Housing : Supplies","Hidden Categories","Housing ` Supplies","",$0.00,$23.48,-$646.96
"Target",,U,,10/01/2014,,"Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$3.65,$0.00,-$650.61
"Target",,U,,10/07/2014,,"Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$19.79,$0.00,-$670.40
"Target",,U,,10/09/2014,,"Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$3.65,$0.00,-$674.05
