Account,Flag,Cleared,Check Number,Date,Payee,Category,Master Category,Sub Category,Memo,Outflow,Inflow,Running Balance
"Discover",,C,,11/17/2013,"Amazon","Personal : Gifts","Personal","Gifts","",$34.64,$0.00,-$1701.96
"Discover",,C,,11/17/2013,"Amazon","Personal : Gifts","Personal","Gifts","",$38.87,$0.00,-$1740.83
"Discover",,C,,11/17/2013,"Amazon","Personal : Gifts","Personal","Gifts","",$42.95,$0.00,-$1783.78
"Discover",,C,,11/18/2013,"squishable","Personal : Gifts","Personal","Gifts","",$11.98,$0.00,-$1795.76
"Discover",,C,,11/18/2013,"Amazon","business (bob) : Equipment","Hidden Categories","business (bob) ` Equipment","(Split 1/2) DVI Mini caple",$24.00,$0.00,-$1839.99
"Discover",,C,,11/18/2013,"Amazon","Personal : Miscellaneous","Personal","Miscellaneous","(Split 2/2) ",$20.23,$0.00,-$1839.99
"Discover",,C,,11/20/2013,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$1856.47
"Discover",,C,,11/22/2013,"Shell","Food : Restaurants","Food","Restaurants","",$1.99,$0.00,-$1858.46
"Discover",,C,,11/22/2013,"Verill Farm","Food : Groceries","Food","Groceries","",$5.35,$0.00,-$1863.81
"Discover",,C,,11/22/2013,"hannaford","Food : Groceries","Food","Groceries","",$11.48,$0.00,-$1875.29
"Discover",,C,,11/22/2013,"Shell","Transportation : Gas","Transportation","Gas","",$21.81,$0.00,-$1897.10
"Discover",,C,,11/22/2013,"hannaford","Food : Groceries","Food","Groceries","",$107.76,$0.00,-$2004.86
"Discover",,C,,11/23/2013,"smilebox","Personal : Gifts","Personal","Gifts","",$6.99,$0.00,-$2011.85
"Discover",,C,,11/23/2013,"Paypal SOPHIATOLMA","Personal : Gifts","Personal","Gifts","",$23.95,$0.00,-$2035.80
"Discover",,C,,11/23/2013,"Hang Tai too Restaurant Medway Ma","Food : Restaurants","Food","Restaurants","",$28.33,$0.00,-$2064.13
"Discover",,C,,11/24/2013,"Shell","Transportation : Gas","Transportation","Gas","",$45.35,$0.00,-$2109.48
"Discover",,C,,11/25/2013,"verc enterprise","Transportation : Gas","Transportation","Gas","",$31.53,$0.00,-$2141.01
"Discover",,C,,11/26/2013,"Panera Bread","Food : Restaurants","Food","Restaurants","",$4.40,$0.00,-$2145.41
"Discover",,C,,11/26/2013,"Chipotle","Food : Restaurants","Food","Restaurants","",$24.07,$0.00,-$2169.48
"Discover",,C,,11/27/2013,"hannaford","Food : Groceries","Food","Groceries","",$23.78,$0.00,-$2193.26
"Discover",,C,,11/27/2013,"Price Chopper","Food : Groceries","Food","Groceries","",$86.00,$0.00,-$2279.26
"Discover",,C,,11/29/2013,"shoe dpt encore","Personal : cloths","Personal","cloths","",$19.98,$0.00,-$2299.24
"Discover",,C,,11/29/2013,"jcpenney","Personal : cloths","Personal","cloths","",$32.73,$0.00,-$2331.97
"Discover",,C,,11/29/2013,"sears","Personal : cloths","Personal","cloths","",$43.97,$0.00,-$2375.94
"Discover",,C,,11/29/2013,"sears","Personal : cloths","Personal","cloths","",$63.99,$0.00,-$2439.93
"Discover",,C,,11/29/2013,"hannaford","Food : Groceries","Food","Groceries","",$79.67,$0.00,-$2519.60
"Discover",,C,,11/30/2013,"hannaford","Food : Groceries","Food","Groceries","",$7.28,$0.00,-$2526.88
"Discover",,C,,11/30/2013,"hannaford","Food : Groceries","Food","Groceries","",$13.22,$0.00,-$2540.10
"Discover",,C,,12/01/2013,"Shell","Transportation : Gas","Transportation","Gas","",$39.14,$0.00,-$2579.24
"Discover",,C,,12/01/2013,"bella Costa","Food : Restaurants","Food","Restaurants","",$189.41,$0.00,-$2768.65
"Discover",,C,,12/02/2013,"paypal ebay","Personal : Gifts","Personal","Gifts","",$10.65,$0.00,-$2779.30
"Discover",,C,,12/02/2013,"Exxon mobile","Transportation : Gas","Transportation","Gas","",$32.13,$0.00,-$2811.43
"Discover",,C,,12/03/2013,"Transfer : Avidia Checking",,,,"",$0.00,$1384.99,-$1426.44
"Discover",,C,,12/03/2013,"Stan Winston School","Education : College","Education","College","",$32.49,$0.00,-$1458.93
"Discover",,C,,12/03/2013,"Mueng Thai Restaurant Marlboro","Food : Restaurants","Food","Restaurants","",$38.10,$0.00,-$1497.03
"Discover",,C,,12/03/2013,"jcpenney","Housing : Maintenance & Repairs","Hidden Categories","Housing ` Maintenance & Repairs","Blinds For Sun Room",$252.69,$0.00,-$1749.72
"Discover",,C,,12/04/2013,"Bigdogbout","Housing : Dog","Hidden Categories","Housing ` Dog","",$29.90,$0.00,-$1779.62
"Discover",,C,,12/04/2013,"Aidaon Pub","Food : Restaurants","Food","Restaurants","",$35.00,$0.00,-$1814.62
"Discover",,C,,12/04/2013,"verc enterprise","Transportation : Gas","Transportation","Gas","",$45.41,$0.00,-$1860.03
"Discover",,C,,12/04/2013,"target","Personal : Gifts","Personal","Gifts","",$67.88,$0.00,-$1927.91
"Discover",,C,,12/04/2013,"Amazon","Personal : Gifts","Personal","Gifts","",$69.77,$0.00,-$1997.68
"Discover",,C,,12/04/2013,"bella Costa","Food : Restaurants","Food","Restaurants","",$82.99,$0.00,-$2080.67
"Discover",,C,,12/07/2013,"target","Personal : Gifts","Personal","Gifts","",$85.39,$0.00,-$2166.06
"Discover",,C,,12/09/2013,"Ocean State Joblot","Food : Groceries","Food","Groceries","",$21.20,$0.00,-$2187.26
"Discover",,C,,12/09/2013,"Price Chopper","Food : Groceries","Food","Groceries","",$38.35,$0.00,-$2225.61
"Discover",,C,,12/10/2013,"Price Chopper","Food : Groceries","Food","Groceries","",$0.00,$2.99,-$2222.62
"Discover",,C,,12/10/2013,"Price Chopper","Food : Groceries","Food","Groceries","",$2.50,$0.00,-$2225.12
"Discover",,C,,12/14/2013,"Papa Gino's","Food : Restaurants","Food","Restaurants","",$13.89,$0.00,-$2239.01
"Discover",,C,,12/14/2013,"Pride station","Transportation : Gas","Transportation","Gas","",$43.57,$0.00,-$2282.58
"Discover",,C,,12/14/2013,"Girtcards.com","Personal : Gifts","Personal","Gifts","",$63.90,$0.00,-$2346.48
"Discover",,C,,12/14/2013,"hannford","Food : Groceries","Food","Groceries","",$100.31,$0.00,-$2446.79
"Discover",,C,,12/16/2013,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$2454.79
"Discover",,C,,12/16/2013,"Chipotle","Food : Restaurants","Food","Restaurants","",$24.76,$0.00,-$2479.55
"Discover",,C,,12/17/2013,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$2489.55
"Discover",,C,,12/17/2013,"Apple Tunes","Personal : Gifts","Personal","Gifts","",$25.00,$0.00,-$2514.55
"Discover",,C,,12/18/2013,"hannaford","Food : Groceries","Food","Groceries","",$75.93,$0.00,-$2590.48
"Discover",,C,,12/19/2013,"China Taste","Food : Restaurants","Food","Restaurants","",$41.60,$0.00,-$2632.08
"Discover",,C,,12/19/2013,"Shell","Transportation : Gas","Transportation","Gas","",$41.67,$0.00,-$2673.75
"Discover",,C,,12/20/2013,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$2690.23
"Discover",,C,,12/20/2013,"reg of motor vehicles","Transportation : Registration","Transportation","Registration","",$52.00,$0.00,-$2742.23
"Discover",,C,,12/20/2013,"hannaford","Food : Groceries","Food","Groceries","",$70.76,$0.00,-$2812.99
"Discover",,C,,12/21/2013,"target","Personal : Gifts","Personal","Gifts","",$0.00,$14.00,-$2798.99
"Discover",,C,,12/23/2013,"smilebox","Personal : Gifts","Personal","Gifts","",$6.99,$0.00,-$2805.98
"Discover",,C,,12/24/2013,"stop & shop","Food : Groceries","Food","Groceries","",$9.48,$0.00,-$2815.46
"Discover",,C,,12/24/2013,"Shell","Transportation : Gas","Transportation","Gas","",$32.27,$0.00,-$2847.73
"Discover",,C,,12/24/2013,"Shell","Transportation : Gas","Transportation","Gas",,$33.84,$0.00,-$2881.57
"Discover",,C,,12/29/2013,"shaw's Market","Food : Groceries","Food","Groceries","",$16.93,$0.00,-$2898.50
"Discover",,C,,12/29/2013,"Gulf express","Transportation : Gas","Transportation","Gas","",$29.66,$0.00,-$2928.16
"Discover",,C,,12/30/2013,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$18.40,$0.00,-$2946.56
"Discover",,C,,12/31/2013,"walgreens","Personal : Miscellaneous","Personal","Miscellaneous","",$14.22,$0.00,-$2960.78
"Discover",,C,,12/31/2013,"hannaford","Food : Groceries","Food","Groceries","",$15.48,$0.00,-$2976.26
"Discover",,C,,12/31/2013,"AAA MARLBOROUGH","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","",$41.50,$0.00,-$3017.76
"Discover",,C,,12/31/2013,"hannaford","Food : Groceries","Food","Groceries","",$215.59,$0.00,-$3233.35
"Discover",,C,,01/03/2014,"Transfer : Avidia Checking",,,,"",$0.00,$2225.12,-$1008.23
"Discover",,C,,01/03/2014,"hannaford","Food : Groceries","Food","Groceries","",$38.38,$0.00,-$1046.61
"Discover",,C,,01/04/2014,"Amazon","Recreation : Entertainment","Recreation","Entertainment","",$5.99,$0.00,-$1052.60
"Discover",,C,,01/04/2014,"Shell","Transportation : Gas","Transportation","Gas","",$48.07,$0.00,-$1100.67
"Discover",,C,,01/05/2014,"Kays","Food : Restaurants","Food","Restaurants","",$48.05,$0.00,-$1148.72
"Discover",,C,,01/06/2014,"AAII","Education : Investing","Education","Investing","",$29.00,$0.00,-$1177.72
"Discover",,C,,01/07/2014,"Brookline Mass","Transportation : Parking","Transportation","Parking","",$7.00,$0.00,-$1184.72
"Discover",,C,,01/08/2014,"walgreens","Personal : Miscellaneous","Personal","Miscellaneous","",$14.85,$0.00,-$1199.57
"Discover",,C,,01/08/2014,"Barnes and Noble","Recreation : Entertainment","Recreation","Entertainment","",$21.24,$0.00,-$1220.81
"Discover",,C,,01/08/2014,"masspike","Transportation : tolls","Transportation","tolls","",$47.55,$0.00,-$1268.36
"Discover",,C,,01/08/2014,"trader Joes","Food : Groceries","Food","Groceries","",$75.56,$0.00,-$1343.92
"Discover",,C,,01/09/2014,"SQ Angelina's Bristol","Food : Restaurants","Food","Restaurants","coffee with Karina",$5.40,$0.00,-$1349.32
"Discover",,C,,01/09/2014,"Shell","Transportation : Gas","Transportation","Gas","",$27.42,$0.00,-$1376.74
"Discover",,C,,01/11/2014,"Berlin Liquor","Food : Groceries","Food","Groceries","Wine",$11.99,$0.00,-$1388.73
"Discover",,C,,01/11/2014,"hannaford","Food : Groceries","Food","Groceries","",$58.57,$0.00,-$1447.30
"Discover",,C,,01/12/2014,"Shell","Transportation : Gas","Transportation","Gas","",$45.41,$0.00,-$1492.71
"Discover",,C,,01/12/2014,"Southwest Airlines","Recreation : Vacation","Recreation","Vacation","Flight to Florida to see mom",$228.00,$0.00,-$1720.71
"Discover",,C,,01/13/2014,"Bertucci","Food : Restaurants","Food","Restaurants","",$22.82,$0.00,-$1743.53
"Discover",,C,,01/13/2014,"Barnes and Noble","Personal : Gifts","Personal","Gifts","",$42.87,$0.00,-$1786.40
"Discover",,C,,01/14/2014,"Hoyt Solomon pond mall","Personal : Gifts","Personal","Gifts","",$39.00,$0.00,-$1825.40
"Discover",,C,,01/14/2014,"welcome India","Food : Restaurants","Food","Restaurants","",$77.15,$0.00,-$1902.55
"Discover",,C,,01/15/2014,"Horseman's exchange","Personal : cloths","Personal","cloths","",$0.00,$31.88,-$1870.67
"Discover",,C,,01/15/2014,"PR Running","Personal : cloths","Personal","cloths","",$119.99,$0.00,-$1990.66
"Discover",,C,,01/16/2014,"Brookline Mass","Personal : Miscellaneous","Personal","Miscellaneous","",$19.85,$0.00,-$2010.51
"Discover",,C,,01/17/2014,"Amazon","Recreation : Entertainment","Recreation","Entertainment","",$5.99,$0.00,-$2016.50
"Discover",,C,,01/17/2014,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$2024.50
"Discover",,C,,01/17/2014,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$2034.50
"Discover",,C,,01/17/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$80.77,$0.00,-$2115.27
"Discover",,C,,01/18/2014,"Shell","Transportation : Gas","Transportation","Gas","",$30.59,$0.00,-$2145.86
"Discover",,C,,01/19/2014,"Amazon","Recreation : Entertainment","Recreation","Entertainment","",$4.99,$0.00,-$2150.85
"Discover",,C,,01/19/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$24.33,$0.00,-$2175.18
"Discover",,C,,01/20/2014,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$2191.66
"Discover",,C,,01/21/2014,"hannaford","Food : Groceries","Food","Groceries","",$33.85,$0.00,-$2225.51
"Discover",,C,,01/24/2014,"Worcester Art Museum","Recreation : Entertainment","Recreation","Entertainment","",$18.00,$0.00,-$2243.51
"Discover",,C,,01/24/2014,"wild horsefeathers","Personal : Gifts","Personal","Gifts","",$20.90,$0.00,-$2264.41
"Discover",,C,,01/26/2014,"Barnes and Noble","Personal : Gifts","Personal","Gifts","",$0.00,$29.11,-$2235.30
"Discover",,C,,01/26/2014,"Barnes and Noble","Personal : Gifts","Personal","Gifts","",$0.00,$21.24,-$2214.06
"Discover",,C,,01/26/2014,"hannaford","Food : Groceries","Food","Groceries","",$53.09,$0.00,-$2267.15
"Discover",,C,,01/26/2014,"jcpenney","Housing : Maintenance & Repairs","Hidden Categories","Housing ` Maintenance & Repairs","",$55.74,$0.00,-$2322.89
"Discover",,C,,01/27/2014,"Sim u Text Course Mate","Education : College","Education","College","books?",$25.00,$0.00,-$2347.89
"Discover",,C,,01/29/2014,"College Board","Education : College","Education","College","??",$22.50,$0.00,-$2370.39
"Discover",,C,,01/29/2014,"hannaford","Food : Groceries","Food","Groceries","",$72.97,$0.00,-$2443.36
"Discover",,C,,01/30/2014,"Shell","Transportation : Gas","Transportation","Gas","",$47.76,$0.00,-$2491.12
"Discover",,C,,01/30/2014,"Breathe Wellness","Recreation : Entertainment","Recreation","Entertainment","",$120.00,$0.00,-$2611.12
"Discover",,C,,01/31/2014,"Backdoor vacuum shope","Housing : Supplies","Hidden Categories","Housing ` Supplies","??",$23.85,$0.00,-$2634.97
"Discover",,C,,01/31/2014,"sassy fox","Personal : cloths","Personal","cloths","",$26.07,$0.00,-$2661.04
"Discover",,C,,01/31/2014,"Intuit Turbo tax","Personal : Miscellaneous","Personal","Miscellaneous","",$84.99,$0.00,-$2746.03
"Discover",,C,,02/01/2014,"slideroom.com","Education : College","Education","College","",$18.00,$0.00,-$2764.03
"Discover",,C,,02/03/2014,"Sunoco","Transportation : Gas","Transportation","Gas","",$29.31,$0.00,-$2793.34
"Discover",,C,,02/04/2014,"Transfer : Avidia Checking",,,,"",$0.00,$1447.30,-$1346.04
"Discover",,C,,02/04/2014,"hannaford","Food : Groceries","Food","Groceries","",$10.06,$0.00,-$1356.10
"Discover",,C,,02/08/2014,"Brookline Mass","Transportation : Parking","Transportation","Parking","",$0.50,$0.00,-$1356.60
"Discover",,C,,02/08/2014,"Sunset Cantina","Food : Restaurants","Food","Restaurants","",$44.49,$0.00,-$1401.09
"Discover",,C,,02/09/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$24.76,$0.00,-$1425.85
"Discover",,C,,02/09/2014,"Shell","Transportation : Gas","Transportation","Gas","",$42.28,$0.00,-$1468.13
"Discover",,C,,02/10/2014,"Sunoco","Transportation : Gas","Transportation","Gas","",$32.28,$0.00,-$1500.41
"Discover",,C,,02/10/2014,"hannaford","Food : Groceries","Food","Groceries","",$50.62,$0.00,-$1551.03
"Discover",,C,,02/11/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$2.99,$0.00,-$1554.02
"Discover",,C,,02/11/2014,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$6.50,$0.00,-$1560.52
"Discover",,C,,02/12/2014,"publix","Food : Groceries","Food","Groceries","",$40.44,$0.00,-$1600.96
"Discover",,C,,02/14/2014,"etsy","Personal : Gifts","Personal","Gifts","",$25.00,$0.00,-$1625.96
"Discover",,C,,02/14/2014,"rite aid","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$59.95,$0.00,-$1685.91
"Discover",,C,,02/15/2014,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$1693.91
"Discover",,C,,02/16/2014,"Intuit Turbo tax","Personal : Miscellaneous","Personal","Miscellaneous","",$19.99,$0.00,-$1713.90
"Discover",,C,,02/16/2014,"Cumberland Farms","Transportation : Gas","Transportation","Gas","",$26.64,$0.00,-$1740.54
"Discover",,C,,02/17/2014,"save a lot","Food : Groceries","Food","Groceries","",$7.86,$0.00,-$1748.40
"Discover",,C,,02/17/2014,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$1758.40
"Discover",,C,,02/18/2014,"publix","Food : Groceries","Food","Groceries","",$15.81,$0.00,-$1774.21
"Discover",,C,,02/20/2014,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$1790.69
"Discover",,C,,02/20/2014,"publix","Food : Groceries","Food","Groceries","",$41.92,$0.00,-$1832.61
"Discover",,C,,02/21/2014,"subway","Food : Restaurants","Food","Restaurants","",$14.74,$0.00,-$1847.35
"Discover",,C,,02/21/2014,"public America","Transportation : Gas","Transportation","Gas","",$34.19,$0.00,-$1881.54
"Discover",,C,,02/21/2014,"American Scientific","Recreation : Entertainment","Recreation","Entertainment","",$34.97,$0.00,-$1916.51
"Discover",,C,,02/22/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$14.13,$0.00,-$1930.64
"Discover",,C,,02/22/2014,"verc enterprise","Transportation : Gas","Transportation","Gas","",$26.17,$0.00,-$1956.81
"Discover",,C,,02/24/2014,"save a lot","Food : Groceries","Food","Groceries","",$4.48,$0.00,-$1961.29
"Discover",,C,,02/25/2014,"verc enterprise","Transportation : Gas","Transportation","Gas","",$32.33,$0.00,-$1993.62
"Discover",,C,,02/26/2014,"stop & shop","Food : Groceries","Food","Groceries","",$95.78,$0.00,-$2089.40
"Discover",,C,,02/27/2014,"Officemax","Lisa Business : Business expenses","Lisa Business","Business expenses","INK",$28.68,$0.00,-$2118.08
"Discover",,C,,02/27/2014,"aegean restaurant","Food : Restaurants","Food","Restaurants","",$60.83,$0.00,-$2178.91
"Discover",,C,,02/28/2014,"Strand theatre","Food : Restaurants","Food","Restaurants","",$25.93,$0.00,-$2204.84
"Discover",,C,,03/02/2014,"slideroom.com","Personal : Gifts","Personal","Gifts","",$10.00,$0.00,-$2214.84
"Discover",,C,,03/02/2014,"Exxon mobile","Transportation : Gas","Transportation","Gas","",$29.51,$0.00,-$2244.35
"Discover",,C,,03/03/2014,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$3.93,$0.00,-$2248.28
"Discover",,C,,03/03/2014,"Basha","Food : Groceries","Food","Groceries","",$48.95,$0.00,-$2297.23
"Discover",,C,,03/03/2014,"hannaford","Food : Groceries","Food","Groceries","",$64.57,$0.00,-$2361.80
"Discover",,C,,03/04/2014,"Amazon","Recreation : Entertainment","Recreation","Entertainment","",$39.00,$0.00,-$2400.80
"Discover",,C,,03/05/2014,"Gulf express","Transportation : Gas","Transportation","Gas","",$30.07,$0.00,-$2430.87
"Discover",,C,,03/06/2014,"Transfer : Dcu Checking",,,,"",$0.00,$1560.52,-$870.35
"Discover",,C,,03/06/2014,"beehive Bristol","Food : Restaurants","Food","Restaurants","",$18.08,$0.00,-$888.43
"Discover",,C,,03/07/2014,"hanaford","Food : Groceries","Food","Groceries","",$28.95,$0.00,-$917.38
"Discover",,C,,03/08/2014,"Tailgate Picnic","Food : Restaurants","Food","Restaurants","",$5.05,$0.00,-$922.43
"Discover",,C,,03/08/2014,"Shell","Transportation : Gas","Transportation","Gas","",$47.32,$0.00,-$969.75
"Discover",,C,,03/08/2014,"La Casita Aztec","Food : Restaurants","Food","Restaurants","",$86.33,$0.00,-$1056.08
"Discover",,C,,03/08/2014,"Market bskt","Food : Groceries","Food","Groceries","",$115.69,$0.00,-$1171.77
"Discover",,C,,03/11/2014,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$1179.77
"Discover",,C,,03/14/2014,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$2.32,$0.00,-$1182.09
"Discover",,C,,03/14/2014,"Ocean State Joblot","Food : Groceries","Food","Groceries","",$21.47,$0.00,-$1203.56
"Discover",,C,,03/14/2014,"College Board","Education : College","Education","College","",$73.00,$0.00,-$1276.56
"Discover",,C,,03/16/2014,"New England Sports","Recreation : Alyssa","Recreation","Alyssa","Skate sharpening",$12.00,$0.00,-$1288.56
"Discover",,C,,03/17/2014,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$1298.56
"Discover",,C,,03/17/2014,"verc enterprise","Transportation : Gas","Transportation","Gas","",$32.70,$0.00,-$1331.26
"Discover",,C,,03/18/2014,"Shell","Transportation : Gas","Transportation","Gas","",$47.87,$0.00,-$1379.13
"Discover",,C,,03/19/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$12.44,$0.00,-$1391.57
"Discover",,C,,03/19/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$55.04,$0.00,-$1446.61
"Discover",,C,,03/19/2014,"hannaford","Food : Groceries","Food","Groceries","",$79.64,$0.00,-$1526.25
"Discover",,C,,03/20/2014,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$1542.73
"Discover",,C,,03/20/2014,"A1 auto","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","",$36.85,$0.00,-$1579.58
"Discover",,C,,03/20/2014,"Collegeboard","Education : College","Education","College","",$56.25,$0.00,-$1635.83
"Discover",,C,,03/21/2014,"hanaford","Food : Groceries","Food","Groceries","",$25.74,$0.00,-$1661.57
"Discover",,C,,03/21/2014,"Alfred University","Education : College","Education","College","",$50.00,$0.00,-$1711.57
"Discover",,C,,03/21/2014,"Clark university","Education : College","Education","College","",$60.00,$0.00,-$1771.57
"Discover",,C,,03/21/2014,"Umass Dartmouth","Education : College","Education","College","",$60.00,$0.00,-$1831.57
"Discover",,C,,03/21/2014,"Uconn","Education : College","Education","College","",$70.00,$0.00,-$1901.57
"Discover",,C,,03/21/2014,"North Eastern University","Education : College","Education","College","",$75.00,$0.00,-$1976.57
"Discover",,C,,03/22/2014,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$2.50,$0.00,-$1979.07
"Discover",,C,,03/22/2014,"hannaford","Food : Groceries","Food","Groceries","",$3.99,$0.00,-$1983.06
"Discover",,C,,03/22/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$8.09,$0.00,-$1991.15
"Discover",,C,,03/22/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$8.18,$0.00,-$1999.33
"Discover",,C,,03/22/2014,"Post Rd Art","Recreation : His","Recreation","His","Paint supplies",$12.86,$0.00,-$2012.19
"Discover",,C,,03/22/2014,"Ocean State Joblot","Recreation : His","Recreation","His","Paint canvases",$13.05,$0.00,-$2025.24
"Discover",,C,,03/22/2014,"gulf mart","Transportation : Gas","Transportation","Gas","",$28.41,$0.00,-$2053.65
"Discover",,C,,03/23/2014,"slideroom.com","Education : College","Education","College","",$12.00,$0.00,-$2065.65
"Discover",,C,,03/23/2014,"Cumberland Farms","Transportation : Gas","Transportation","Gas","",$44.81,$0.00,-$2110.46
"Discover",,C,,03/24/2014,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$7.35,$0.00,-$2117.81
"Discover",,C,,03/24/2014,"walgreens","Personal : Miscellaneous","Personal","Miscellaneous","",$14.22,$0.00,-$2132.03
"Discover",,C,,03/24/2014,"Hess","Transportation : Gas","Transportation","Gas","",$27.44,$0.00,-$2159.47
"Discover",,C,,03/27/2014,"Country Butcher","Food : Groceries","Food","Groceries","",$18.87,$0.00,-$2178.34
"Discover",,C,,03/27/2014,"Littlleton Agway","Housing : Garden","Hidden Categories","Housing ` Garden","",$24.28,$0.00,-$2202.62
"Discover",,C,,03/28/2014,"Cts Store Shrewsbury","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$30.92,$0.00,-$2233.54
"Discover",,C,,03/30/2014,"Cape Cod Gas","Transportation : Gas","Transportation","Gas","",$47.75,$0.00,-$2281.29
"Discover",,C,,03/30/2014,"CTS Store Hyannis ma","Lisa Business : Business expenses","Lisa Business","Business expenses","",$79.77,$0.00,-$2361.06
"Discover",,C,,03/31/2014,"Home Depot","Lisa Business : Supplies","Lisa Business","Supplies","",$44.14,$0.00,-$2405.20
"Discover",,C,,04/01/2014,"Shell","Transportation : Gas","Transportation","Gas","",$32.17,$0.00,-$2437.37
"Discover",,C,,04/01/2014,"Market bskt","Food : Groceries","Food","Groceries","",$98.74,$0.00,-$2536.11
"Discover",,C,,04/02/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$10.00,$0.00,-$2546.11
"Discover",,C,,04/03/2014,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$3.22,$0.00,-$2549.33
"Discover",,C,,04/03/2014,"hannaford","Food : Groceries","Food","Groceries","",$9.34,$0.00,-$2558.67
"Discover",,C,,04/04/2014,"Shell","Transportation : Gas","Transportation","Gas","",$46.70,$0.00,-$2605.37
"Discover",,C,,04/04/2014,"Yama Zakura","Food : Restaurants","Food","Restaurants","",$92.51,$0.00,-$2697.88
"Discover",,C,,04/07/2014,"Transfer : Dcu Checking",,,,"",$0.00,$1179.77,-$1518.11
"Discover",,C,,04/07/2014,"shutter fly","Recreation : Entertainment","Recreation","Entertainment","",$6.10,$0.00,-$1524.21
"Discover",,C,,04/08/2014,"Groupon","Personal : Miscellaneous","Personal","Miscellaneous","",$20.00,$0.00,-$1544.21
"Discover",,C,,04/08/2014,"hannaford","Food : Groceries","Food","Groceries","",$82.45,$0.00,-$1626.66
"Discover",,C,,04/08/2014,"Groupon","business (bob) : Real Estate","Hidden Categories","business (bob) ` Real Estate","Groupon for RE class",$175.00,$0.00,-$1801.66
"Discover",,C,,04/09/2014,"McDonalds","Food : Restaurants","Food","Restaurants","",$1.61,$0.00,-$1803.27
"Discover",,C,,04/09/2014,"Moe's","Food : Restaurants","Food","Restaurants","",$11.00,$0.00,-$1814.27
"Discover",,C,,04/11/2014,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$1822.27
"Discover",,C,,04/14/2014,"McDonalds","Food : Restaurants","Food","Restaurants","",$7.99,$0.00,-$1830.26
"Discover",,C,,04/14/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$24.50,$0.00,-$1854.76
"Discover",,C,,04/14/2014,"Ward's Florist and Green Berverly","Housing : Garden","Hidden Categories","Housing ` Garden","",$27.98,$0.00,-$1882.74
"Discover",,C,,04/14/2014,"Berverly Gas","Transportation : Gas","Transportation","Gas","",$44.05,$0.00,-$1926.79
"Discover",,C,,04/14/2014,"hannaford","Food : Groceries","Food","Groceries","",$125.66,$0.00,-$2052.45
"Discover",,C,,04/15/2014,"Shell","Transportation : Gas","Transportation","Gas","",$33.98,$0.00,-$2086.43
"Discover",,C,,04/15/2014,"trader Joes","Food : Groceries","Food","Groceries","",$111.34,$0.00,-$2197.77
"Discover",,C,,04/16/2014,"McDonalds","Food : Restaurants","Food","Restaurants","",$1.07,$0.00,-$2198.84
"Discover",,C,,04/16/2014,"Anna's Pizza","Food : Restaurants","Food","Restaurants","",$5.77,$0.00,-$2204.61
"Discover",,C,,04/17/2014,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$2214.61
"Discover",,C,,04/17/2014,"lowes","Lisa Business : Supplies","Lisa Business","Supplies","",$50.68,$0.00,-$2265.29
